# LrTDDFT
LDA LDA
0.001 1 1e-05 2
# KSSingles
299 float64
0.001
0 33  0 0  0.2089 2     4.07433e-03 1.34759e-03 -5.98708e-03   3.46645e-03 1.57761e-03 -5.99612e-03   -1.20090e-05 -1.01172e-05 -2.89299e-05
0 34  0 0  0.211039 2     9.61114e-04 1.52910e-03 1.51466e-02   9.37318e-04 1.77945e-03 1.54207e-02   -6.55521e-06 9.62803e-06 -2.21118e-06
0 35  0 0  0.212575 2     2.18736e-03 -2.28135e-03 2.23916e-03   2.57662e-03 -2.70940e-03 2.25125e-03   -5.01228e-05 9.69223e-06 -4.65495e-06
0 36  0 0  0.212729 2     -3.45695e-03 -2.36373e-03 2.02046e-03   -3.87445e-03 -2.71105e-03 2.10069e-03   -1.70999e-05 -5.56310e-05 4.65520e-06
0 37  0 0  0.214717 2     -9.21333e-04 2.34714e-03 -4.94748e-03   -9.27838e-04 1.54786e-03 -5.05482e-03   1.99320e-05 9.51196e-06 -3.16988e-05
0 38  0 0  0.215514 2     -4.43307e-04 -5.02204e-03 9.14431e-03   1.08067e-03 -4.08438e-03 9.28171e-03   2.24342e-05 -3.47805e-05 -5.67884e-06
0 39  0 0  0.215575 2     -5.41705e-03 2.03316e-04 -5.12617e-03   -4.21377e-03 -1.16474e-03 -5.18392e-03   3.04785e-05 1.45936e-06 6.65614e-06
0 40  0 0  0.216241 2     1.25064e-03 -1.32433e-03 -2.22931e-02   1.67400e-03 -5.19181e-04 -2.24499e-02   -1.03126e-05 -2.69966e-05 8.04494e-06
0 41  0 0  0.218087 2     -8.61227e-04 -1.10089e-03 -5.76310e-04   -7.39328e-04 -9.78793e-04 -5.68805e-04   4.61744e-06 -1.83218e-05 -1.28984e-04
0 42  0 0  0.219662 2     -3.48654e-04 -6.10261e-05 2.35074e-04   -2.76575e-04 -2.20256e-04 3.08201e-04   6.55717e-06 -4.02664e-06 -2.36780e-05
1 4  0 0  0.0562613 2     1.67071e-01 -6.99360e-01 -4.10169e+00   1.66470e-01 -6.96710e-01 -4.07207e+00   1.55755e-04 -5.29285e-05 1.61414e-05
1 5  0 0  0.060773 2     2.69458e+00 8.91739e-01 -4.05587e-02   2.67945e+00 8.86517e-01 -4.00780e-02   3.27624e-04 -2.86581e-04 1.65073e-04
1 6  0 0  0.0610324 2     8.84662e-01 -2.64988e+00 4.75240e-01   8.79594e-01 -2.63441e+00 4.69103e-01   4.75008e-04 3.94479e-04 2.08955e-05
1 7  0 0  0.069196 2     1.60246e-02 8.44942e-04 1.54722e-02   1.61058e-02 1.70932e-03 1.65223e-02   7.00820e-06 6.33297e-07 6.15726e-06
1 8  0 0  0.0737516 2     -4.61601e-03 3.87071e-02 2.09486e-01   -4.98925e-03 4.02298e-02 2.26372e-01   -1.15947e-05 -6.50032e-07 -2.44693e-06
1 9  0 0  0.0783286 2     2.89014e-03 8.16552e-03 -4.90719e-03   3.20801e-03 9.47789e-03 -4.87744e-03   1.29318e-05 -8.03583e-05 -4.17990e-04
1 10  0 0  0.103039 2     2.66590e-03 -8.22772e-04 -1.20162e-03   2.67087e-03 -1.05276e-03 -1.33152e-03   -1.45974e-05 -3.20195e-06 -4.74243e-06
1 11  0 0  0.109231 2     -1.16318e-01 -1.10197e-01 1.60502e-02   -1.19942e-01 -1.13985e-01 1.63077e-02   -5.96086e-05 2.19461e-04 -4.10634e-05
1 12  0 0  0.109482 2     -1.08615e-01 1.07932e-01 -2.53301e-02   -1.12553e-01 1.11429e-01 -2.56780e-02   -2.40027e-04 -7.02955e-05 -1.11477e-05
1 13  0 0  0.113974 2     -4.57291e-03 1.79002e-02 8.54917e-02   -4.88345e-03 1.92854e-02 9.28256e-02   -1.37579e-05 3.23073e-07 -4.57550e-06
1 14  0 0  0.115859 2     4.65677e-03 -3.05816e-03 -2.16939e-03   4.80394e-03 -3.12960e-03 -2.51083e-03   -4.86932e-06 8.10421e-06 7.31010e-06
1 15  0 0  0.11933 2     8.22363e-02 4.81835e-02 -6.37783e-03   8.37136e-02 4.93332e-02 -6.61983e-03   5.32835e-05 -8.48941e-05 1.67016e-05
1 16  0 0  0.119641 2     4.61988e-02 -7.60930e-02 1.62873e-02   4.73740e-02 -7.75999e-02 1.68673e-02   1.05409e-04 6.33491e-05 3.46282e-06
1 17  0 0  0.121601 2     2.73462e-03 -1.76137e-03 1.58370e-03   2.74841e-03 -1.76899e-03 1.65952e-03   1.25064e-05 4.03843e-06 4.76912e-08
1 18  0 0  0.134467 2     2.59824e-03 -5.16211e-03 -2.36108e-04   3.43833e-03 -5.75054e-03 -3.75929e-04   -5.22835e-05 -1.48852e-05 2.41806e-07
1 19  0 0  0.13457 2     -7.46289e-03 -3.47633e-03 1.05192e-03   -8.03257e-03 -4.26644e-03 1.04619e-03   1.30106e-05 -5.51724e-05 1.15464e-05
1 20  0 0  0.138937 2     -3.44145e-03 1.60065e-02 8.22474e-02   -3.73839e-03 1.73099e-02 8.90625e-02   -6.14098e-06 6.96580e-06 -5.43512e-07
1 21  0 0  0.143834 2     -3.99280e-02 -1.01260e-02 1.15922e-04   -4.08671e-02 -1.04188e-02 1.29086e-04   3.10815e-05 -2.79852e-05 2.91635e-06
1 22  0 0  0.144053 2     1.14871e-02 -3.89013e-02 1.45963e-02   1.16856e-02 -3.95090e-02 1.57806e-02   -2.79159e-05 -2.54464e-05 5.49998e-06
1 23  0 0  0.148005 2     1.91825e-03 -8.19041e-03 -1.44287e-02   2.06078e-03 -8.71337e-03 -1.83569e-02   -9.77380e-06 -9.32614e-06 -8.99528e-06
1 24  0 0  0.148143 2     2.06463e-03 -1.06579e-02 -1.49969e-02   2.17983e-03 -1.11943e-02 -1.93697e-02   -5.48903e-06 -5.93267e-06 1.11308e-05
1 25  0 0  0.151768 2     -1.36453e-03 -1.32737e-03 9.32815e-04   -1.24203e-03 -1.03650e-03 1.09391e-03   -2.22201e-06 -7.18406e-06 4.50329e-05
1 26  0 0  0.154741 2     7.92218e-05 4.69408e-05 1.02401e-03   -1.96337e-04 5.32615e-05 9.18972e-04   -2.31185e-05 -1.48053e-05 1.02269e-05
1 27  0 0  0.159234 2     1.63806e-02 8.79818e-03 -1.26311e-04   1.51902e-02 8.29845e-03 -4.96608e-04   7.82327e-05 -1.10416e-04 1.78645e-05
1 28  0 0  0.159606 2     8.71204e-03 -1.67818e-02 1.21121e-03   8.35632e-03 -1.58129e-02 9.86616e-04   1.16612e-04 7.17378e-05 1.70994e-06
1 29  0 0  0.162188 2     2.65538e-03 -9.17780e-03 -3.53064e-03   3.77626e-03 -1.00875e-02 -3.49365e-03   1.72313e-04 1.08254e-04 -8.76714e-07
1 30  0 0  0.162333 2     -7.75423e-03 -2.58076e-03 -2.03686e-03   -8.53266e-03 -3.80600e-03 -2.30053e-03   -1.06101e-04 1.79779e-04 -4.45816e-05
1 31  0 0  0.162995 2     -1.43232e-03 4.02254e-03 2.97312e-02   -1.15725e-03 3.25095e-03 3.24166e-02   1.70623e-05 4.74240e-05 -5.79724e-06
1 32  0 0  0.163842 2     -1.26710e-03 2.56619e-03 3.49002e-03   -1.40444e-03 2.35078e-03 3.05055e-03   -4.64944e-05 1.66644e-05 5.73285e-05
1 33  0 0  0.164556 2     -5.70939e-04 3.81882e-03 1.67663e-02   -3.35601e-04 2.69550e-03 1.40703e-02   7.73759e-07 -6.33685e-06 -7.54117e-06
1 34  0 0  0.166695 2     -1.15481e-03 1.06716e-03 2.41136e-03   -1.52409e-03 1.89991e-04 2.59827e-03   1.44238e-06 -4.17983e-05 -1.43922e-04
1 35  0 0  0.168231 2     -5.51793e-03 -1.29657e-02 7.26260e-03   -5.33786e-03 -1.44525e-02 7.82806e-03   -3.83058e-05 -3.86926e-05 1.30540e-05
1 36  0 0  0.168385 2     1.44988e-02 -7.08040e-03 1.84236e-03   1.63975e-02 -6.94346e-03 1.87045e-03   -4.51114e-05 4.42755e-05 -1.01867e-05
1 37  0 0  0.170373 2     5.26314e-03 -1.24110e-03 -8.46248e-03   3.82262e-03 -5.52894e-05 -7.97746e-03   -4.08836e-06 9.79580e-06 -6.71618e-06
1 38  0 0  0.17117 2     2.93311e-04 -3.17281e-03 -2.17691e-03   2.23481e-03 -1.69230e-03 -2.38084e-03   3.79195e-06 -2.07706e-05 -2.68366e-06
1 39  0 0  0.171231 2     -1.24936e-03 -1.06009e-03 1.01125e-02   -9.36706e-04 7.92953e-04 8.37635e-03   -3.46376e-06 -1.87755e-05 -7.76152e-07
1 40  0 0  0.171897 2     -4.22611e-03 1.49140e-03 -3.95751e-03   -2.18364e-03 3.16841e-04 -3.34030e-03   3.35717e-05 -7.42651e-07 -2.05148e-06
1 41  0 0  0.173743 2     -2.12481e-03 7.43029e-04 4.69688e-03   -2.34505e-03 1.16746e-03 7.49643e-03   -2.55359e-06 4.95383e-06 -9.69954e-07
1 42  0 0  0.175318 2     -1.33274e-03 2.81008e-03 2.34939e-03   -1.40820e-03 2.17523e-03 -1.69381e-03   -9.21656e-06 -6.09507e-06 8.38351e-07
1 43  0 0  0.182751 2     -1.95281e-03 1.65341e-03 -9.33833e-03   -1.99001e-03 -6.51485e-04 -1.44806e-02   -2.54904e-05 -2.09210e-05 -1.05092e-05
1 44  0 0  0.183263 2     8.36445e-03 3.56338e-03 -9.68034e-04   6.22566e-03 3.37392e-03 -1.61964e-04   1.62630e-05 -7.07469e-06 1.75550e-05
1 45  0 0  0.184704 2     2.18039e-03 -1.91731e-03 -6.86749e-03   1.37460e-03 -9.37372e-04 -8.99254e-03   2.50312e-05 -7.04891e-06 1.81412e-05
1 46  0 0  0.18498 2     2.48179e-03 -2.48630e-03 -6.89990e-03   3.25836e-03 -1.53550e-03 -7.34617e-03   3.10581e-06 1.19856e-05 -1.59988e-06
1 47  0 0  0.185044 2     -9.36078e-04 8.75159e-03 1.06311e-02   -1.54124e-03 8.50840e-03 1.50262e-02   2.17766e-06 1.39151e-05 -8.98607e-06
1 48  0 0  0.186169 2     -1.06000e-03 -4.58847e-03 6.17877e-03   -2.44761e-04 -5.08900e-03 6.70352e-03   2.57803e-05 1.05417e-05 3.30810e-05
1 49  0 0  0.191438 2     -4.04684e-03 6.63370e-03 -2.18087e-03   -3.44479e-03 5.94356e-03 -1.79064e-03   2.15499e-05 -1.69924e-05 5.53617e-05
1 50  0 0  0.192181 2     1.04880e-02 8.39546e-03 -3.30792e-03   9.47721e-03 7.35508e-03 -3.50615e-03   -1.27210e-05 3.61501e-05 -1.21037e-06
1 51  0 0  0.192413 2     1.04310e-02 -6.13244e-03 9.89856e-03   9.17638e-03 -5.62653e-03 9.55701e-03   -2.19065e-05 -2.06829e-05 5.04837e-05
1 52  0 0  0.192687 2     2.37139e-06 -8.05737e-03 3.42435e-03   -6.68122e-05 -6.96649e-03 3.27024e-03   6.21490e-06 -7.18077e-06 -7.55965e-06
1 53  0 0  0.193696 2     2.03858e-03 -5.45724e-03 2.20701e-03   1.98195e-03 -5.09078e-03 2.16466e-03   1.47538e-05 1.19477e-05 -2.61517e-05
1 54  0 0  0.19489 2     -1.38742e-02 8.71268e-03 4.38352e-03   -1.37487e-02 9.33896e-03 5.23518e-03   -6.19707e-05 4.30419e-06 2.12591e-05
1 55  0 0  0.19515 2     -1.12178e-02 -1.44210e-02 -1.64237e-02   -1.15353e-02 -1.44795e-02 -1.68490e-02   -7.04265e-07 5.67675e-05 4.84324e-06
1 56  0 0  0.196554 2     8.27258e-04 4.13598e-03 9.28524e-03   9.14083e-04 4.77998e-03 9.19980e-03   -1.90683e-05 -7.94093e-08 -3.58031e-05
1 57  0 0  0.197252 2     -3.28597e-03 -2.06644e-03 1.75829e-02   -3.04022e-03 -1.95145e-03 1.68387e-02   2.80870e-05 2.10753e-05 1.27507e-05
1 58  0 0  0.197803 2     1.99672e-03 1.92095e-03 -6.96147e-04   2.24394e-03 1.75422e-03 -6.63539e-04   -3.17029e-05 -8.78889e-06 7.04436e-06
1 59  0 0  0.199629 2     -2.55860e-03 2.00137e-03 9.76896e-03   -2.85406e-03 2.03845e-03 1.00033e-02   -1.33935e-05 -7.28109e-06 -5.31710e-06
1 60  0 0  0.200187 2     8.77099e-03 7.44090e-03 1.99617e-03   8.47806e-03 7.51824e-03 1.83619e-03   -1.19544e-05 6.45547e-05 2.15755e-06
1 61  0 0  0.200464 2     -4.38261e-03 6.88949e-03 -7.05602e-03   -4.62241e-03 6.65559e-03 -6.71069e-03   4.44886e-05 6.22083e-06 -6.82818e-06
1 62  0 0  0.201823 2     -3.20514e-03 -2.27579e-03 1.53177e-04   -2.74314e-03 -2.40393e-03 -1.99620e-05   5.47448e-06 8.14760e-07 2.14125e-05
1 63  0 0  0.204046 2     -2.75507e-03 -1.45807e-03 2.45753e-03   -3.09999e-03 -1.00740e-03 2.82491e-03   -2.87580e-06 1.69833e-05 -2.38289e-05
1 64  0 0  0.204214 2     2.72867e-03 6.16174e-04 2.29962e-04   2.44236e-03 3.86770e-04 8.39022e-04   2.45745e-05 -6.65268e-07 -4.62204e-06
1 65  0 0  0.205383 2     -6.55156e-04 3.18843e-03 -2.76231e-02   -9.03002e-04 4.34800e-03 -2.60531e-02   9.84890e-06 -1.10139e-06 7.80196e-06
1 66  0 0  0.205963 2     -2.56751e-03 -8.71696e-03 -1.26728e-02   -3.36548e-03 -8.58067e-03 -1.13814e-02   2.14241e-06 -4.32988e-05 -5.15752e-06
1 67  0 0  0.206694 2     -6.67941e-03 8.99667e-03 1.29817e-02   -7.62315e-03 8.78061e-03 1.13160e-02   3.88342e-05 8.99131e-06 -4.92945e-06
1 68  0 0  0.207183 2     -6.86128e-04 9.03470e-03 8.71885e-03   -9.92994e-04 8.05412e-03 1.00295e-02   -3.23499e-06 -1.21738e-05 -1.74047e-06
1 69  0 0  0.210572 2     1.31819e-03 -2.45325e-03 8.51860e-03   1.13850e-03 -1.77949e-03 8.75142e-03   -5.22641e-06 -1.45135e-06 -5.27702e-06
1 70  0 0  0.211281 2     -7.25419e-03 5.71657e-03 -1.67890e-03   -7.22742e-03 4.41912e-03 -2.82612e-03   2.61028e-05 -7.65646e-06 1.01625e-05
1 71  0 0  0.211905 2     3.26654e-03 5.95467e-03 -6.99211e-04   2.97166e-03 5.44021e-03 -2.42769e-03   -2.19893e-06 1.99597e-05 -7.10031e-06
1 72  0 0  0.21256 2     6.46998e-05 -3.38667e-03 1.11498e-03   1.28868e-04 -3.05704e-03 1.26768e-03   5.17335e-06 -2.03718e-05 -3.27028e-05
1 73  0 0  0.213583 2     2.15435e-03 -8.87335e-04 -1.43449e-02   2.53659e-03 -1.84675e-03 -1.74684e-02   -1.43911e-05 -1.27547e-05 -5.20743e-06
1 74  0 0  0.217345 2     1.11565e-02 4.37490e-03 -2.58426e-03   8.53192e-03 3.98504e-03 -2.34343e-03   -8.47586e-06 5.08994e-06 -6.61009e-06
1 75  0 0  0.217837 2     -5.22759e-03 6.19721e-03 -4.88134e-04   -4.75346e-03 4.27004e-03 1.87203e-04   -8.84114e-06 -2.47781e-06 -4.71491e-06
1 76  0 0  0.218397 2     2.62557e-03 -1.16753e-03 3.24337e-03   2.61029e-03 -1.46101e-03 3.24833e-03   -2.62150e-05 -5.59362e-06 3.76584e-06
1 77  0 0  0.219508 2     -8.87112e-03 1.23233e-02 9.56708e-03   -8.18919e-03 1.12622e-02 9.46966e-03   6.44956e-06 -8.03992e-06 2.08303e-06
2 4  0 0  0.0425266 2     2.12448e-01 1.03580e-01 -3.56585e-03   1.93990e-01 9.51541e-02 -3.56345e-03   -2.78956e-04 3.94959e-04 -6.66413e-05
2 5  0 0  0.0470383 2     -1.56094e-01 5.45636e-01 3.16571e+00   -1.53631e-01 5.40073e-01 3.14061e+00   -8.76491e-05 -2.10459e-05 -2.04010e-04
2 6  0 0  0.0472977 2     1.66090e-02 -7.88037e-02 -3.77352e-01   1.66285e-02 -7.59596e-02 -3.74078e-01   3.23133e-05 -1.14604e-04 -6.23257e-04
2 7  0 0  0.0554614 2     2.50636e+00 1.82526e+00 -1.98891e-01   2.48522e+00 1.81656e+00 -1.97819e-01   -3.25067e-04 6.16139e-04 -4.49692e-05
2 8  0 0  0.0600169 2     2.47343e+00 1.11054e+00 -8.65418e-02   2.47270e+00 1.10938e+00 -8.70205e-02   -2.33889e-04 3.68327e-04 1.77397e-05
2 9  0 0  0.0645939 2     1.62245e+00 -2.16762e+00 4.53379e-01   1.60798e+00 -2.15677e+00 4.52565e-01   3.97665e-04 2.42593e-04 8.34125e-05
2 10  0 0  0.0893046 2     9.69188e-03 4.24966e-03 -2.75961e-03   9.00514e-03 3.47038e-03 -2.66208e-03   6.98020e-05 -1.49230e-04 3.26764e-05
2 11  0 0  0.0954967 2     -3.51920e-03 1.86310e-02 1.09857e-01   -3.40375e-03 1.80213e-02 1.06551e-01   -1.52694e-05 2.78538e-06 -1.07370e-05
2 12  0 0  0.0957476 2     -2.78135e-03 4.93161e-03 3.54395e-02   -2.85729e-03 4.48824e-03 3.42916e-02   -7.59868e-06 1.27366e-05 7.18571e-05
2 13  0 0  0.100239 2     7.22360e-02 2.84820e-02 -3.62488e-03   7.26301e-02 2.84048e-02 -3.63953e-03   1.76573e-04 -2.27781e-04 5.39696e-05
2 14  0 0  0.102125 2     1.31348e-02 1.08301e-02 -4.72182e-03   1.13299e-02 9.91818e-03 -4.46875e-03   1.54650e-04 -3.54041e-04 5.55113e-05
2 15  0 0  0.105596 2     3.97582e-03 -1.70801e-02 -8.72348e-02   3.92475e-03 -1.67049e-02 -8.53783e-02   1.52392e-05 -6.88221e-06 -1.53097e-05
2 16  0 0  0.105906 2     1.51745e-03 -3.98638e-03 -1.03305e-02   1.55860e-03 -3.93670e-03 -1.01715e-02   6.06157e-06 -3.12914e-05 -2.20816e-04
2 17  0 0  0.107866 2     -7.66552e-02 1.61850e-01 -3.39257e-02   -7.62727e-02 1.61163e-01 -3.36392e-02   -4.87413e-04 -3.56927e-04 1.51812e-05
2 18  0 0  0.120732 2     -3.02711e-03 2.76164e-03 2.28766e-02   -3.14034e-03 2.65600e-03 2.27390e-02   -2.30539e-05 6.86030e-05 3.70439e-04
2 19  0 0  0.120836 2     3.86912e-03 -7.96360e-03 -3.99282e-02   3.86163e-03 -7.76510e-03 -3.96793e-02   9.10992e-06 1.75593e-05 9.51241e-05
2 20  0 0  0.125202 2     1.16293e-01 5.34157e-02 -3.65907e-03   1.23968e-01 5.68854e-02 -3.95294e-03   -3.29541e-05 4.55866e-05 5.05818e-06
2 21  0 0  0.130099 2     -1.93600e-03 1.58959e-03 2.42092e-05   -2.10687e-03 2.08532e-03 2.61279e-03   -2.97154e-06 4.10353e-06 1.19697e-05
2 22  0 0  0.130319 2     1.35689e-02 9.70755e-03 -1.67151e-03   1.46056e-02 1.04171e-02 -1.33343e-03   4.35761e-06 -5.11022e-06 -2.58233e-05
2 23  0 0  0.13427 2     -8.37803e-03 2.66165e-02 -5.99565e-03   -1.08298e-02 2.54740e-02 -5.75485e-03   -8.49394e-06 2.20257e-05 -1.01736e-05
2 24  0 0  0.134408 2     -5.72420e-02 -5.09856e-02 7.40912e-03   -5.81773e-02 -5.15780e-02 7.58361e-03   -1.33957e-05 -5.41811e-07 -1.63775e-05
2 25  0 0  0.138033 2     3.63262e-02 -7.08319e-03 5.64003e-03   3.47090e-02 -7.26612e-03 5.84839e-03   -3.35707e-05 -5.05281e-06 -2.65731e-06
2 26  0 0  0.141007 2     2.77502e-02 1.41458e-02 1.12463e-03   2.71405e-02 1.40372e-02 9.76225e-04   -1.20807e-05 7.54232e-07 1.91459e-07
2 27  0 0  0.1455 2     -4.48990e-03 8.90666e-03 5.46665e-02   -4.24283e-03 8.58829e-03 5.56370e-02   -7.76188e-06 4.92805e-06 -8.16217e-06
2 28  0 0  0.145872 2     1.54506e-03 2.48386e-03 7.74458e-03   7.20089e-04 1.86298e-03 7.71388e-03   5.43231e-07 -1.30640e-06 1.02361e-05
2 29  0 0  0.148453 2     1.77351e-03 4.85057e-03 -1.01347e-03   1.46417e-03 4.71262e-03 -1.10994e-03   -3.09092e-06 -2.68202e-05 -9.16140e-05
2 30  0 0  0.148598 2     -3.72150e-04 -2.97409e-03 1.57549e-03   -4.11386e-04 -2.91296e-03 -8.63760e-04   3.80685e-06 1.37031e-05 2.29914e-05
2 31  0 0  0.14926 2     -2.65629e-02 -9.60147e-03 -4.23886e-04   -2.69461e-02 -1.04229e-02 -3.53551e-04   -2.03322e-05 2.74226e-05 -2.51476e-05
2 32  0 0  0.150108 2     7.43420e-03 9.14147e-03 -3.47260e-03   6.61732e-03 8.08734e-03 -4.24518e-03   -3.53026e-05 -4.53423e-05 3.99506e-05
2 33  0 0  0.150821 2     -3.10989e-02 2.69304e-03 -1.03586e-03   -3.09588e-02 3.13984e-03 -7.71769e-04   -7.40397e-05 1.64509e-05 -2.73189e-05
2 34  0 0  0.15296 2     5.43056e-03 6.26544e-03 2.76342e-03   2.94410e-03 7.95840e-03 3.00438e-03   1.01937e-04 3.31123e-05 6.13965e-06
2 35  0 0  0.154497 2     6.82680e-03 5.90235e-03 1.14059e-02   7.81988e-03 5.32245e-03 9.38423e-03   -1.28995e-05 -1.81624e-05 -5.66977e-05
2 36  0 0  0.15465 2     7.80032e-03 4.00746e-03 -1.88798e-02   7.26598e-03 4.25171e-03 -1.70015e-02   1.82565e-05 -2.29027e-05 -8.52366e-05
2 37  0 0  0.156639 2     5.96446e-03 2.82712e-02 8.71162e-03   4.74248e-03 2.87653e-02 8.92891e-03   -4.81365e-05 -7.30127e-05 4.72891e-06
2 38  0 0  0.157435 2     -1.58971e-02 -1.08846e-02 -3.78821e-02   -1.57009e-02 -9.96551e-03 -3.71013e-02   -3.02042e-05 -3.43906e-06 1.27330e-05
2 39  0 0  0.157497 2     1.22339e-03 -2.28692e-03 -1.30046e-02   8.49572e-04 -2.79171e-03 -1.25757e-02   1.68596e-05 2.25433e-05 1.30951e-05
2 40  0 0  0.158162 2     2.46812e-02 1.23821e-02 -2.36980e-02   2.36792e-02 1.22504e-02 -2.33741e-02   1.76081e-05 -3.71559e-05 9.12203e-06
2 41  0 0  0.160008 2     -1.31562e-02 5.51814e-02 -1.25515e-02   -1.17590e-02 5.35560e-02 -1.23923e-02   -5.61265e-05 -5.64274e-05 1.28543e-05
